,full address,NPI,Site Name,Address,Room/Suite,Town/City,CountyFIPS,County Name,State,Zip Code,Latitude,Longitude,Area code,Phone number,Designated Service,License Number/Facility Operating Certificate,PFI,Medicaid Provider Identification Number,Commercial Provider Indicator,Medicaid Provider Indicator,CHP Indicator,HARP Indicator,Medicaid Advantage Indicator,Partial CAPS Indicator,MAP Indicator,PACE Indicator,FIDA Indicator,FIDAIDD Indicator,HIVSNP Indicator=,SIP-PL Indicator,NYSOH Standard Essential Health Plan (EP) Indicator/Basic Health Program Indicator,NYSOH EP Plus Adult Vision/Dental Indicator/Basic Health Program Adult Indicator,Commercial Non-MCO Medical Indicator 1,Commercial Non-MCO Medical Indicator 2,Commercial Non-MCO Medical Indicator 3,Commercial Non-MCO Medical Indicator 4,Commercial Non-MCO Medical Indicator 5,Commercial Non-MCO Medical Indicator 6,Commercial Non-MCO Medical Indicator 7,Commercial Non-MCO Medical Indicator 8,Service 1,Service 2,Service 3,Service 4,Service 5,Service 6,Service 7,Service 8,Service 9,Service 10,Service 11,Service 12,Service 13,Service 14,Service 15,Service 16,Service 17,Service 18,Service 19,Service 20,Service 21,Service 22,Service 23,Service 24,Service 25,NYSoH Medical Network Indicator 1,NYSoH Medical Network Indicator 2,NYSoH Medical Network Indicator 3,NYSoH Medical Network Indicator 4,NYSoH Medical Network Indicator 5,NYSoH Medical Network Indicator 6,NYSoH Medical Network Indicator 7,NYSoH Medical Network Indicator 8,NYSoH Medical Network Indicator 9,Servicing County 1,Servicing County 2,Servicing County 3,Servicing County 4,Servicing County 5,OASAS Program Reporting Unit Number,OASAS Provider Number,OMH ID,Plan Name,Provider Network Data System Identification Number,Quarter/Year,geometry,type
287,"200 WALLABOUT ST, BROOKLYN, NY 11206",1285768598,MOONLIGHT PEDIATRICS,200 WALLABOUT ST,,BROOKLYN,36047,Kings,NY,11206,40.699901,-73.954463,845,3575437,823,99999999,999999,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (303848.57554525096 59214.45018631058),NPI-2
289,"20016 HOLLIS AVE, SAINT ALBANS, NY 11412",1477505220,Medisys Family Care Center- Hollis Tudors,20016 HOLLIS AVE,,SAINT ALBANS,36081,Queens,NY,11412,40.706048,-73.756976,718,7368204,914,,,1616320,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (320537.3969111105 59924.582601106136),NPI-2
290,"2007 127TH ST, COLLEGE POINT, NY 11356",1972797082,NEW YORK URGENT CARE,2007 127TH ST,,COLLEGE POINT,36081,Queens,NY,11356,40.781031,-73.841253,718,3532273,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (313400.25063557667 68234.97809098828),NPI-2
293,"2016 BRONXDALE AVE Suite 101, BRONX, NY 10462",1326191727,BRONX PARK URGENT CARE,2016 BRONXDALE AVE,Suite 101,BRONX,36005,Bronx,NY,10462,40.850353,-73.865253,718,9189676,823,99999999,999999,4770747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,New York Quality Healthcare Corporation,44,Quarter 1 2021,POINT (311362.50082781323 75929.75356674357),NPI-2
295,"2025 BROADWAY City Medical of Uppe, NEW YORK, NY 10023",1033512611,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",2025 BROADWAY,City Medical of Uppe,NEW YORK,36061,New York,NY,10023,40.776888,-73.982403,212,3908812,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (301485.4813288817 67762.89004839987),NPI-2
297,"2040 FOREST AVE, STATEN ISLAND, NY 10303",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,2040 FOREST AVE,,STATEN ISLAND,36085,Richmond,NY,10303,40.625936,-74.157133,718,7612060,914,267217,,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (286705.10908329027 51011.70693003233),NPI-2
298,"205 LEXINGTON AVE, NEW YORK, NY 10016",1013278274,MIDTOWN NEW YORK DOCTOR'S URGENT CA,205 LEXINGTON AVE,,NEW YORK,36061,New York,NY,10016,40.745274,-73.980331,212,6844700,999,99999999,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Consolidated Health Plans: MagnaCare,169,Quarter 1 2021,POINT (301661.18493131874 64252.23434399904),NPI-2
299,"2060 UTICA AVE, BROOKLYN, NY 11234",1487912903,"ADVANCED MEDICAL CARE OF NEW YORK, P.C.",2060 UTICA AVE,,BROOKLYN,36047,Kings,NY,11234,40.621506,-73.927334,718,6765309,823,7003001H,,3012264,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Affinity Health Plan, Inc.",6,Quarter 1 2021,POINT (306148.6341570137 50510.43025257697),NPI-2
300,"2063A BARTOW AVE, BRONX, NY 10475",1114172848,JPR URGENT MEDICAL CARE,2063A BARTOW AVE,,BRONX,36005,Bronx,NY,10475,40.86972,-73.828051,855,9367362,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (314495.3283952905 78085.96182420969),NPI-2
301,"2069 BROADWAY, NEW YORK, NY 10023",1083814974,TAKE CARE MED HLTH NY PC,2069 BROADWAY,,NEW YORK,36061,New York,NY,10023,40.778216,-73.982325,888,5356963,823,,999999,88888888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (301492.0361739215 67910.36431279576),NPI-2
302,"2094 PITKIN AVE, BROOKLYN, NY 11207",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,2094 PITKIN AVE,,BROOKLYN,36047,Kings,NY,11207,40.671847,-73.895228,718,2400400,914,267217,,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (308858.5880631405 56103.42004269991),NPI-2
303,"21 AUBUDON AVE STE C, NEW YORK, NY 10032",1699289488,TRUSTEES COLUMBIA - ER,21 AUBUDON AVE,STE C,NEW YORK,36061,New York,NY,10032,40.845795,-73.942491,866,4632778,914,,,5066633,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (304849.7499197796 75416.4266117769),NPI-2
305,"21 AUDUBON AVE STE C, NEW YORK, NY 10032",1073524369,ASSOCIATES IN EMERGENCY SERVICES,21 AUDUBON AVE,STE C,NEW YORK,36061,New York,NY,10032,40.83945,-73.938915,866,4632778,914,,,2441918,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (305151.80788960174 74712.01874356724),NPI-2
306,"21 GRAHAM AVE, BROOKLYN, NY 11206",1467071654,CITY MEDICAL OF BROADWAY TRIANGLE,21 GRAHAM AVE,,BROOKLYN,36047,Kings,NY,11206,40.701837,-73.942475,718,5719280,914,0,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Nippon Life Insurance Company of America: Multiplan/PHCS,111,Quarter 1 2021,POINT (304861.60744793824 59430.03724768898),NPI-2
307,"21012 NORTHERN BLVD, BAYSIDE, NY 11361",1306137070,WALK IN MEDICAL URGENT CARE,21012 NORTHERN BLVD,,BAYSIDE,36081,Queens,NY,11361,40.759393,-73.77225,347,8093141,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (319231.2230135864 65844.97031259329),NPI-2
309,"21031 26TH AVE, BAYSIDE, NY 11360",1073645180,PM PEDIATRICS,21031 26TH AVE,,BAYSIDE,36081,Queens,NY,11360,40.777757,-73.779831,845,8974500,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna,140,Quarter 1 2021,POINT (318585.95648155897 67882.62704032619),NPI-2
310,"2107 DITMAS AVE, BROOKLYN, NY 11226",1205868528,SUNY DOWNSTATE MED CENTER,2107 DITMAS AVE,,BROOKLYN,36047,Kings,NY,11226,40.640042,-73.957735,718,4628100,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (303575.2581997985 52567.10694500583),NPI-2
311,"212 E 23RD ST City Medical of East, NEW YORK, NY 10010",1437522331,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",212 E 23RD ST,City Medical of East,NEW YORK,36061,New York,NY,10010,40.738408,-73.982504,646,5180163,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (301477.8109667842 63489.73434949129),NPI-2
313,"2125 NOSTRAND AVE City Medical of Flat, BROOKLYN, NY 11210",1851823363,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",2125 NOSTRAND AVE,City Medical of Flat,BROOKLYN,36047,Kings,NY,11210,40.633356,-73.947538,718,4893557,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (304438.2833600837 51825.11348109523),NPI-2
315,"2142 UTOPIA PKWY, WHITESTONE, NY 11357",1093162422,PROFFESSIONAL OCCUPATIONAL AND PHYSICAL THERAPY,2142 UTOPIA PKWY,,WHITESTONE,36081,Queens,NY,11357,40.777412,-73.793673,718,8196800,823,99999999,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (317417.5505392207 67841.46875896587),NPI-2
316,"2146 BARTOW AVE City Medical of Bayc, BRONX, NY 10475",1811364201,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",2146 BARTOW AVE,City Medical of Bayc,BRONX,36005,Bronx,NY,10475,40.869247,-73.825794,646,3467927,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (314685.6984063192 78033.81129916535),NPI-2
319,"215 E 95TH ST, NEW YORK, NY 10128",1740222181,RAPID ACCESS CARE  ACP,215 E 95TH ST,,NEW YORK,36061,New York,NY,10128,40.784213,-73.94873,212,9968000,823,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (304327.6145531128 68577.44548503829),NPI-2
321,"216 E 14TH ST City Medical of Unio, NEW YORK, NY 10003",1548671126,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",216 E 14TH ST,City Medical of Unio,NEW YORK,36061,New York,NY,10003,40.73304,-73.986959,212,2561049,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (301101.6009205831 62893.55891551939),NPI-2
324,"2171 NOSTRAND AVE, BROOKLYN, NY 11210",1205868528,SUNY DOWNSTATE MED CENTER,2171 NOSTRAND AVE,,BROOKLYN,36047,Kings,NY,11210,40.631926,-73.947387,718,7588920,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (304451.1535750068 51666.323668547935),NPI-2
325,"21714 MERRICK BLVD, SPRINGFIELD GAR, NY 11413",1497925291,MED ONE CARE LLC,21714 MERRICK BLVD,,SPRINGFIELD GAR,36081,Queens,NY,11413,40.679643,-73.751837,718,7121428,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (320979.9894747331 56993.59392083784),NPI-2
326,"2175 86TH ST City Medical of Bens, BROOKLYN, NY 11214",1861870206,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",2175 86TH ST,City Medical of Bens,BROOKLYN,36047,Kings,NY,11214,40.6023,-73.994105,646,8286401,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (300498.9551936123 48375.112993763956),NPI-2
328,"2178 WHITE PLAINS RD City Medical of Pelh, BRONX, NY 10462",1407303613,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",2178 WHITE PLAINS RD,City Medical of Pelh,BRONX,36005,Bronx,NY,10462,40.855876,-73.867496,718,4893555,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (311172.4322616991 76542.79485541956),NPI-2
330,"2183A RALPH AVE, BROOKLYN, NY 11234",1033612437,CITY MEDICAL OF UPPER EAST SIDE,2183A RALPH AVE,,BROOKLYN,36047,Kings,NY,11234,40.62484,-73.917588,718,5719225,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (306972.94262828375 50881.393204490625),NPI-2
331,"2187 RICHMOND AVE City Medical of Stat, STATEN ISLAND, NY 10314",1518374438,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",2187 RICHMOND AVE,City Medical of Stat,STATEN ISLAND,36085,Richmond,NY,10314,40.593486,-74.16204,646,6827364,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (286283.27862500906 47409.00314214124),NPI-2
336,"2202 GRAND CONCOURSE Suite A, BRONX, NY 10457",1841607298,"ESSEN MEDICAL URGICARE, PLLC D/B/A METRO URGICARE",2202 GRAND CONCOURSE,Suite A,BRONX,36005,Bronx,NY,10457,40.855612,-73.900664,718,3297200,823,,,4003843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Amida Care, Inc.",11,Quarter 1 2021,POINT (308375.8116507205 76509.7710413276),NPI-2
338,"224 50TH AVE, LONG ISLAND CIT, NY 11101",1285975797,LONG ISLAND CITY URGENT CARE,224 50TH AVE,,LONG ISLAND CIT,36081,Queens,NY,11101,40.74338,-73.958181,347,9353148,823,99999999,999999,6106376,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Partners Health Plan,78,Quarter 1 2021,POINT (303532.0336879903 64042.5673565655),NPI-2
339,"2248 31ST ST, ASTORIA, NY 11105",1033612437,CITY MEDICAL OF UPPER EAST SIDE,2248 31ST ST,,ASTORIA,36081,Queens,NY,11105,40.775288,-73.911992,715,5719192,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (307429.6194092146 67588.80435516051),NPI-2
342,"225 W 23RD ST, NEW YORK, NY 10011",1033536297,NORTHWELL HEALTH GOHEALTH URGENT CARE,225 W 23RD ST,,NEW YORK,36061,New York,NY,10011,40.74464,-73.996549,212,8971994,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna,140,Quarter 1 2021,POINT (300291.44548782276 64181.646574762526),NPI-2
344,"227 MADISON ST, NEW YORK, NY 10002",1023024882,NORTH CENTRAL BRONX HOSPITAL,227 MADISON ST,,NEW YORK,36061,New York,NY,10002,40.712946,-73.988028,212,2387897,914,31339,,246171,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (301011.60746498266 60662.137786125946),NPI-2
345,"228 BEACH 20TH ST, FAR ROCKAWAY, NY 11691",1609095280,PENINSULA MEDICAL SVCS,228 BEACH 20TH ST,,FAR ROCKAWAY,36081,Queens,NY,11691,40.596215,-73.753953,631,2771501,914,0,0,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (320827.1277065426 47728.683341312906),NPI-2
347,"228 COURT ST City Medical of Cobb, BROOKLYN, NY 11201",1942611520,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",228 COURT ST,City Medical of Cobb,BROOKLYN,36047,Kings,NY,11201,40.686316,-73.994185,718,2805362,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (300491.5479937464 57704.872045819524),NPI-2
350,"228230 CT ST, BROOKLYN, NY 11201",1730491945,CITY MD,228230 CT ST,,BROOKLYN,36047,Kings,NY,11201,40.694447,-73.989062,718,2805362,823,50017523,,99999999,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (300924.4955058596 58607.84566374429),NPI-2
351,"230 BEACH 102ND ST, ROCKAWAY PARK, NY 11694",1750712220,SILVER STAR URGENT CARE,230 BEACH 102ND ST,,ROCKAWAY PARK,36081,Queens,NY,11694,40.583932,-73.822862,516,8713003,250,0,,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (314996.962230992 46350.594066398735),NPI-2
352,"230 W 17TH ST, NEW YORK, NY 10011",1104982917,ST. LUKES CENTER COMPREHENSIVE CARE- WEST VILLAGE,230 W 17TH ST,,NEW YORK,36061,New York,NY,10011,40.741024,-73.999974,212,5236500,250,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Aetna Life Insurance Company: Broad PPO,2,Quarter 1 2021,POINT (300002.1744043373 63780.08797053598),NPI-2
353,"2300 WESTCHESTER AVE, BRONX, NY 10462",1255660148,MMG-BRONX EAST URGENT CRE,2300 WESTCHESTER AVE,,BRONX,36005,Bronx,NY,10462,40.835643,-73.8478,718,4098888,823,0,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Empire Healthchoice Assurance, Inc",100,Quarter 1 2021,POINT (312837.0605831364 74298.62205290537),NPI-2
354,"2304 EASTCHESTER RD APT BRO, BRONX, NY 10469",1841607298,ESSEN MEDICAL URGICARE PLLC D/B/A METRO URGICARE,2304 EASTCHESTER RD,APT BRO,BRONX,36005,Bronx,NY,10469,40.859684,-73.842843,347,9134333,823,,,4003843,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (313250.3598730216 76969.11519719457),NPI-2
356,"2329 NOSTRAND AVE, BROOKLYN, NY 11210",1013252055,HEWLETT URGENT CARE PLLC DBA URGENT,2329 NOSTRAND AVE,,BROOKLYN,36047,Kings,NY,11210,40.627951,-73.946911,718,7171121,823,,,4930347,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,New York Quality Healthcare Corporation,44,Quarter 1 2021,POINT (304491.69221494027 51224.93554909886),NPI-2
